date,views,rooms,size,reconstructed,garage,balcony,price,new,location,top
2025-08-12,472,4.0,165.0,False,False,False,810200.0,False,Bratislava,False
2025-08-12,466,3.0,99.0,False,False,False,448700.0,True,Bratislava,False
2025-08-12,574,2.0,88.0,True,False,True,78000.0,False,Lučenec,False
2025-08-12,3812,4.0,142.0,False,False,False,480000.0,False,Nitra,True
2025-08-12,797,1.0,9.0,False,False,True,75000.0,False,Zlaté Moravce,False
2025-08-12,836,2.0,54.0,True,False,True,88000.0,False,Humenné,True
2025-08-12,471,2.0,58.0,True,False,False,268100.0,True,Bratislava,False
2025-08-12,486,2.0,52.0,True,False,True,99000.0,False,Nové Zámky,False
2025-08-12,937,2.0,54.0,True,False,True,89990.0,True,Myjava,False
2025-08-12,580,0.0,20.0,True,False,False,62001.0,True,Nové Zámky,False
2025-08-12,826,2.0,54.0,True,False,True,131500.0,False,Bardejov,False
2025-08-14,379,2.0,2.0,False,False,True,129900.0,False,Ružomberok,False
2025-08-14,239,1.0,44.0,False,False,True,147800.0,True,Poprad,False
2025-08-14,450,2.0,55.0,True,False,True,115000.0,True,Kežmarok,False
2025-08-14,475,1.0,35.0,False,False,False,64900.0,False,Kežmarok,False
2025-08-14,436,1.0,35.0,False,False,False,99900.0,True,Poprad,False
2025-08-14,408,5.0,81.0,True,False,True,105000.0,False,Humenné,False
2025-08-14,242,3.0,72.0,True,False,True,199900.0,True,Košice,False
2025-08-14,628,3.0,76.0,True,False,False,65000.0,False,Snina,False
2025-08-14,562,1.0,41.0,True,False,True,35500.0,False,Medzilaborce,False
2025-07-29,807,3.0,64.0,True,False,False,175000.0,True,Banská Bystrica,False
2025-07-29,479,3.0,100.0,True,False,False,114990.0,True,Prievidza,False
2025-08-31,382,2.0,32.0,True,False,True,129000.0,False,Banská Bystrica,False
2025-08-31,1073,5.0,92.0,True,False,True,133500.0,False,Svidník,True
2025-08-31,123,1.0,0.0,False,False,False,75000.0,False,Tvrdošín,False
2025-08-31,130,2.0,58.0,True,False,True,92500.0,True,Levice,False
2025-08-31,72,2.0,71.0,False,False,True,65000.0,False,Levice,False
2025-08-31,2610,3.0,56.0,True,False,True,210980.0,False,Košice,True
2025-08-31,179,3.0,64.0,False,False,True,248000.0,False,Bratislava,False
2025-08-31,128,1.0,30.0,True,False,False,98500.0,False,Dunajská Streda,False
2025-08-31,182,4.0,66.0,False,True,False,254000.0,False,Bratislava,False
2025-08-31,569,2.0,52.0,True,False,True,115000.0,False,Poprad,False
2025-08-31,730,2.0,48.0,True,False,False,95000.0,True,Senica,True
2025-08-31,298,3.0,70.0,False,False,False,50000.0,False,Liptovský Mikuláš,False
2025-08-31,156,3.0,75.0,True,False,True,345000.0,True,Bratislava,False
2025-08-31,993,3.0,74.0,True,False,True,190000.0,True,Bratislava,False
2025-08-31,851,2.0,50.0,False,False,False,99000.0,True,Bratislava,False
2025-08-31,132,3.0,68.0,True,False,True,485500.0,False,Poprad,False
2025-09-07,484,3.0,70.0,False,False,True,95000.0,False,Humenné,True
2025-09-07,324,2.0,50.0,True,False,True,55000.0,False,Michalovce,True
2025-09-07,358,3.0,6.0,False,False,True,118500.0,False,Humenné,True
2025-09-07,592,2.0,51.0,True,False,True,270000.0,True,Bratislava,True
2025-09-07,234,2.0,90.0,False,False,False,205000.0,False,Košice,True
2025-09-07,304,1.0,36.0,True,False,False,69900.0,False,Spišská Nová Ves,True
2025-09-07,871,3.0,68.0,True,False,True,125000.0,True,Považská Bystrica,True
2025-09-07,266,3.0,70.0,False,False,True,122000.0,False,Ilava,True
2025-09-07,258,3.0,71.0,True,False,True,129000.0,False,Vranov nad Topľou,True
2025-09-07,308,2.0,59.0,False,True,True,110000.0,True,Ilava,True
2025-09-07,153,4.0,88.0,True,False,True,143000.0,True,Dunajská Streda,True
2025-09-07,250,4.0,131.0,False,True,False,533999.0,True,Bratislava,True
2025-09-07,340,0.0,18.0,True,False,False,29999.0,True,Považská Bystrica,True
